sqldate,eventcode,actor1name,actor2name,sourceurl,url_text,qwen_just_URL
20220101,192,FRENCH,SYRIA,https://naslovi.net/2022-01-02/rtv/vremeplov-otvorena-prva-citaonica-u-knezevini-srbiji/29652721,rtv vremeplov otvorena prva citaonica knezevini srbiji,"- Sentiment: positive
- Reason: Opening of first reading room in Serbian principality suggests cultural progress."
20220101,192,FRANCE,SYRIA,https://naslovi.net/2022-01-02/rtv/vremeplov-otvorena-prva-citaonica-u-knezevini-srbiji/29652721,rtv vremeplov otvorena prva citaonica knezevini srbiji,"- Sentiment: positive
- Reason: Opening of first reading room in Serbian principality suggests progress."
20220101,190,LILLE,YEMENI,https://www.okaz.com.sa/news/na/2092790,news,"- Sentiment: unclear
- Reason: Insufficient information to determine sentiment."
20220101,141,GUADELOUPE,,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,actualite social mobilisation sociale pointe pitre elie domota ete arrete php,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,172,CONAKRY,,http://malijet.com/actualite_economique_du_mali/265491-lutte-contre-la-fraude-et-la-contrebande-les-douanes-saisissent-.html,actualite economique mali lutte contre fraude contrebande les douanes saisissent html,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment from keywords alone."
20220101,70,GAMBIA,NORWEGIAN,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,rilanciato limmigrazione illegale vasta scala italia,"- Sentiment: negative
- Reason: Suggests large-scale illegal immigration, often viewed negatively."
20220101,70,GAMBIA,NORWAY,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,rilanciato limmigrazione illegale vasta scala italia,"- Sentiment: negative
- Reason: ""Rilanciato"" suggests resurgence of illegal immigration, viewed negatively."
20220101,70,GAMBIA,NORWEGIAN,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,rilanciato limmigrazione illegale vasta scala italia,"- Sentiment: negative
- Reason: Implies large-scale issue, often viewed negatively."
20220101,190,PRESIDENT,,https://alquds.com/2022/01/01/%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AE%D9%84%D8%A7%D9%84-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A8%D8%B1%D9%82%D8%A9/,إصابات خلال مواجهات برقة,"- Sentiment: negative
- Reason: Mentions injuries during confrontations, indicating conflict and harm."
20220101,192,PRESIDENT,,https://alquds.com/2022/01/01/%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AE%D9%84%D8%A7%D9%84-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A8%D8%B1%D9%82%D8%A9/,إصابات خلال مواجهات برقة,"- Sentiment: negative
- Reason: Mentions injuries during confrontations, implying conflict and harm."
20220101,20,MINISTRY,EMIRATI,https://www.akhbarona.com/world/340606.html,world html,"- Sentiment: unclear
- Reason: Insufficient context and information provided."
20220101,51,MINISTRY,EMIRATI,https://www.akhbarona.com/world/340606.html,world html,"- Sentiment: unclear
- Reason: Insufficient information to determine sentiment."
20220101,71,GOVERNMENT,EUROPEAN,https://www.interris.it/rubriche/opinione/affrontare-questioni-pressanti-luce-dottrina-sociale-chiesa/,rubriche opinione affrontare questioni pressanti luce dottrina sociale chiesa,"- Sentiment: neutral
- Reason: Text is about addressing issues with church doctrine, no clear emotional tone."
20220101,111,AUTHORITIES,EMPLOYEE,https://ria.ru/20220102/status-1766397981.html,status html,"- Sentiment: unclear
- Reason: Insufficient information provided for sentiment analysis."
20220101,841,DIPLOMAT,PRISONER,https://www.republika.co.id/berita/r520da430/indiapakistan-tukar-daftar-tahanan,berita r520da430 indiapakistan tukar daftar tahanan,"- Sentiment: neutral
- Reason: Exchange of prisoner lists suggests diplomatic process, not inherently positive or negative."
20220101,841,DIPLOMAT,PRISONER,https://www.republika.co.id/berita/r520da430/indiapakistan-tukar-daftar-tahanan,berita r520da430 indiapakistan tukar daftar tahanan,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,1014,EMBASSY,UKRAINIAN,https://pronedra.ru/znaki-vostochnogo-kalendarya-po-godu-rozhdeniya-kotorym-povezet-v-2022-godu-628853.html,znaki vostochnogo kalendarya godu rozhdeniya kotorym povezet godu html,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,1014,EMBASSY,UKRAINIAN,https://pronedra.ru/znaki-vostochnogo-kalendarya-po-godu-rozhdeniya-kotorym-povezet-v-2022-godu-628853.html,znaki vostochnogo kalendarya godu rozhdeniya kotorym povezet godu html,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,36,MINIST OF EDUCATION,,https://www.diariolaprovinciasj.com/educacion/2022/1/1/el-ministerio-de-educacion-atendera-en-nuevo-horario-165874.html,educacion ministerio educacion atendera nuevo horario html,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,13,MEDICAL ASSOCIATION,,https://www.aftenposten.no/verden/i/OrevnE/foerste-nyttaarsdag-ble-det-registrert-over-160000-koronatilfeller-i-en,verden orevne foerste nyttaarsdag ble det registrert over koronatilfeller,"- Sentiment: unclear
- Reason: Insufficient information to determine sentiment."
20220101,120,DOCTOR,,https://kino.24tv.ua/ru/novogodnie-multfilmy-dlja-vsej-semi-dushevnaja-podborka-dlja_n1831930,novogodnie multfilmy dlja vsej semi dushevnaja podborka dlja n1831930,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,120,DOCTOR,,https://kino.24tv.ua/ru/novogodnie-multfilmy-dlja-vsej-semi-dushevnaja-podborka-dlja_n1831930,novogodnie multfilmy dlja vsej semi dushevnaja podborka dlja n1831930,"- Sentiment: neutral
- Reason: Text describes a collection of holiday films, no clear emotional tone."
20220101,10,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"- Sentiment: neutral
- Reason: Announces departure, no emotional tone."
20220101,10,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"- Sentiment: neutral
- Reason: Announces departure, no clear positive or negative tone."
20220101,42,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"- Sentiment: neutral
- Reason: Official departure announcement, no clear emotional tone."
20220101,42,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"- Sentiment: neutral
- Reason: Announcement of departure, no emotional or evaluative language."
20220101,43,JAKARTA,FLORIDA,https://www.republika.co.id/berita/r520u2384/ini-ketentuan-tes-antigen-di-stasiun,berita r520u2384 ini ketentuan tes antigen stasiun,"- Sentiment: neutral
- Reason: Text is factual, providing information about antigen test regulations at stations."
20220101,10,ISRAEL,,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,story apres des tirs roquettes frappes israeliennes sur gaza,"- Sentiment: negative
- Reason: Mentions rocket attacks and Israeli strikes, indicating conflict."
20220101,61,ISRAEL,,https://www.alquds.co.uk/%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%8A%D9%82%D8%B5%D9%81-%D8%A3%D9%87%D8%AF%D8%A7%D9%81%D8%A7-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA/,الجيش الإسرائيلي يقصف أهدافا قطاع,"- Sentiment: negative
- Reason: Military action indicates conflict and destruction."
20220101,190,ISRAELI,ISRAEL,https://ria.ru/20220102/status-1766397981.html,status html,"- Sentiment: unclear
- Reason: Insufficient information in text to determine sentiment."
20220101,871,ISRAEL,PALESTINIAN,https://www.alquds.co.uk/%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%8A%D9%82%D8%B5%D9%81-%D8%A3%D9%87%D8%AF%D8%A7%D9%81%D8%A7-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA/,الجيش الإسرائيلي يقصف أهدافا قطاع,"- Sentiment: negative
- Reason: Military action indicates conflict and potential harm."
20220101,190,ISRAELI,GAZA,https://ria.ru/20220102/udary-1766397744.html,udary html,"- Sentiment: unclear
- Reason: Insufficient information to determine sentiment."
20220101,194,ISRAEL,PALESTINIAN,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,story apres des tirs roquettes frappes israeliennes sur gaza,"- Sentiment: negative
- Reason: Mentions Israeli rocket attacks on Gaza, indicating conflict."
20220101,194,ISRAEL,HAMAS,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,story apres des tirs roquettes frappes israeliennes sur gaza,"- Sentiment: negative
- Reason: Mentions Israeli rocket attacks on Gaza, indicating conflict."
20220101,90,ISRAELI,,https://www.adn40.mx/internacional/israel-flurona-gripe-covid-19-pfp,internacional israel flurona gripe covid pfp,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,10,ISRAELI,ISRAEL,https://www.notigape.com/israel-detecto-primer-caso-de-flurona-gripe-y-covid-19-en-simultaneo/243839,israel detecto primer caso flurona gripe covid simultaneo,"- Sentiment: neutral
- Reason: News report of first 'flurona' case; factual, no clear positive/negative connotations."
20220101,90,ISRAELI,ISRAEL,https://www.adn40.mx/internacional/israel-flurona-gripe-covid-19-pfp,internacional israel flurona gripe covid pfp,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,190,ISRAELI,,https://ria.ru/20220102/status-1766397981.html,status html,"- Sentiment: unclear
- Reason: Insufficient information to determine sentiment."
20220101,190,ISRAEL,ISRAEL,https://ria.ru/20220102/status-1766397981.html,status html,"- Sentiment: unclear
- Reason: Insufficient information in ""status html"" to determine sentiment."
20220101,190,ISRAEL,ISRAEL,https://ria.ru/20220102/udary-1766397744.html,udary html,"- Sentiment: unclear
- Reason: Insufficient context and information in provided text."
20220101,190,ISRAELI,GAZA,https://ria.ru/20220102/status-1766397981.html,status html,"- Sentiment: unclear
- Reason: Insufficient information to determine sentiment."
20220101,190,ISRAELI,GAZA,https://ria.ru/20220102/udary-1766397744.html,udary html,"- Sentiment: unclear
- Reason: Insufficient context and information provided."
20220101,20,ISRAELI,ISRAELI,https://www.alarab.com/Article/1018146,article,"- Sentiment: unclear
- Reason: Insufficient information to determine sentiment."
20220101,43,ITALY,,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,rilanciato limmigrazione illegale vasta scala italia,"- Sentiment: negative
- Reason: Illegal immigration on a large scale suggests societal concern."
20220101,173,ITALY,ALBANIA,http://www.oranews.tv/vendi/ky-eshte-shqiptari-i-arratisur-nga-burgu-ne-itali-naten-e-nderrimit-te-vit-i1023852,vendi eshte shqiptari arratisur nga burgu itali naten nderrimit vit i1023852,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,42,ITALY,ITALIAN,https://www.interris.it/copertina/perno-opbg-omicron-bambini/,copertina perno opbg omicron bambini,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,43,ITALIAN,,https://www.interris.it/copertina/perno-opbg-omicron-bambini/,copertina perno opbg omicron bambini,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,43,ITALIAN,ITALY,https://www.interris.it/copertina/perno-opbg-omicron-bambini/,copertina perno opbg omicron bambini,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,10,JUDGE,,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,rilanciato limmigrazione illegale vasta scala italia,"- Sentiment: negative
- Reason: Suggests large-scale illegal immigration, often viewed negatively."
20220101,43,SOUTH KOREA,MUSLIM,https://portaljember.pikiran-rakyat.com/pariwisata/pr-163372393/7-destinasi-wisata-halal-di-korea-selatan-cocok-bagi-umat-muslim-yang-traveling-ke-negeri-ginseng,pariwisata destinasi wisata halal korea selatan cocok bagi umat muslim yang traveling negeri ginseng,"- Sentiment: positive
- Reason: Highlights suitability of Muslim-friendly travel destinations in South Korea."
20220101,84,TRADE UNION,,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,actualite social mobilisation sociale pointe pitre elie domota ete arrete php,"- Sentiment: negative
- Reason: Social unrest and arrest indicate tension and conflict."
20220101,111,TRADE UNION,,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,actualite social mobilisation sociale pointe pitre elie domota ete arrete php,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,100,REPRESENTATIVES,VOTER,https://www.corriere.it/editoriali/22_gennaio_01/i-partiti-quirinaleche-cosa-serve-ora-paese-466c0010-6b3e-11ec-a3c8-e3c830b3b1de.shtml,editoriali gennaio partiti quirinaleche cosa serve ora paese 466c0010 6b3e 11ec a3c8 e3c830b3b1de shtml,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
20220101,120,REPRESENTATIVES,VOTER,https://www.corriere.it/editoriali/22_gennaio_01/i-partiti-quirinaleche-cosa-serve-ora-paese-466c0010-6b3e-11ec-a3c8-e3c830b3b1de.shtml,editoriali gennaio partiti quirinaleche cosa serve ora paese 466c0010 6b3e 11ec a3c8 e3c830b3b1de shtml,"- Sentiment: unclear
- Reason: Insufficient context and coherent information."
20220101,161,MONACO,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"- Sentiment: neutral
- Reason: Announces departure, no clear positive or negative tone."
20220101,161,MONACO,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"- Sentiment: neutral
- Reason: Official departure announcement, no emotional context provided."
20220101,51,MILITARY,,https://www.okaz.com.sa/news/na/2092790,news,"- Sentiment: unclear
- Reason: Insufficient information to determine sentiment."
20220101,51,MILITARY,,https://www.okaz.com.sa/news/na/2092790,news,"- Sentiment: unclear
- Reason: Insufficient information provided for sentiment analysis."
20220101,114,NAVY,,https://omirante.pt/sociedade/2022-01-01-Vila-Franca-de-Xira-vai-ter-de-realizar-mais-obras-para-ganhar-novo-tribunal-a4687496,sociedade vila franca xira vai ter realizar mais obras para ganhar novo tribunal a4687496,"- Sentiment: unclear
- Reason: Insufficient information to determine sentiment."
20220101,190,MALI,,http://malijet.com/actualite-politique-au-mali/editorial-journaux-mali/265485-edito-le-pragmatisme-russe-aux-antipodes-des-th%C3%A9ories-fran%C3%A7aises.html,actualite politique mali editorial journaux mali edito pragmatisme russe aux antipodes des théories françaises html,"- Sentiment: unclear
- Reason: Insufficient context to determine sentiment."
